reviewer_orcid,reviewer_title_doi,reviewer_title,reviewer_paper_attribure
0000-0003-3569-3380,,Lazy Evaluation of Transactions in Database Systems,transactional databases read executed laziness processing systems improved reducing worked provision state latencies abort nondeterministic peak client load actually lazily performing durably contention times write data completely submitting ically constraint
0000-0002-2521-5011,,Multi-Query Diversification in Microblogging Posts,post diverse user queries time problems data streaming effective likely works microblogging efficient represented approximation dimension sections information given setting new diversifi real result delays duplicate similar key approach house
0000-0001-8971-666X,,Towards Efficient Maintenance of Continuous MaxRS Query for Trajectories,times objective maxrs continuously efficient solutions section data ranges queries spatial ing given database involving maximal proposed bounds traffic game trajectory works strategies regions properties recent application algorithm
0000-0002-4743-5736,,Query-Based Outlier Detection in Heterogeneous Information Networks,network outlierness queries section data users types set heterogeneously dimensional studied flexible challenge information detecting specified based venues tion results task interconnected vertices coau motivating pub called criteria interesting
0000-0003-4753-7908,,Relative Lempel-Ziv Factorization for Efficient Storage and Retrieval of Web Collections,compressed document generate retrieval method collection block sizes dictionary section provides fast random decompressed time existing approach component eval ing tion memory latency increasing non solution stan algorithms
0000-0003-0687-457X,,A General Framework for Geo-Social Query Processing,socially queries section geosn location data user algorithms groups works foursquare friends papers recently flexibility geographical likely star services framework offer processed euclidean separate table tions based nearest nsg databases
0000-0002-3962-9303,,Scalable Query Rewriting: A Graph-Based Approach,queries view rewrite algorithms graphs mapped related perform data patterns work integrated databases sources systems schemas approach variable current involves representing ings optimized entire mediator atomic lav experimentation containment ones
0000-0001-7576-4572,,Dismantling Complicated Query Attributes with Crowd,attribute related crowds analysis algorithm budget queries dismantle potential searches data averaging user protein approaches values results recipe tion alternative likely website discovering eggs challenge answer high ask evant
0000-0002-2253-0139,,Finding the Most Diverse Products using Preference Queries,product diversity prefer customer section sets existing algorithms users problems query evaluation totally largely finds high cus maintenance page com best reverse data selects rely cient ranked tal work
0000-0002-3264-8050,,High Performance Temporal Indexing on Modern Hardware,pages times data splits updatable indexes transactions nodes llama tree versioned historical keys states current performed storage operational structure new free lines records migrates useful temporal flush table pid database
0000-0002-2708-9717,,LLAMA: A Cache/Storage Subsystem for Modern Hardware,pages caching llama storage perform multi hardware updated change atomicity latched data memory writes transaction accessed layer logging techniques provides structured deuteronomy mechanisms increases limits leveling new architectural method
0000-0003-0890-0524,,Privacy Risk in Anonymized Heterogeneous Information Networks,users information network privacy graphs social new dataset adversaries sites entity recommendations ada attacks general individual target profiles tion preference log contains risk citibank million auxiliary urls mention
0000-0002-3160-4355,,Minimizing the Communication Cost for Continuous Skyline Maintenance,skylines section filters updated record timestamp fsqw server continuously potential overhead traffic usually value message existent points receives communication clients window snapshots theta mode approaches ings sampling databases instances advantages
0000-0002-0271-2381,,Optimizing I/O for Big Array Analytics,data optimizations opportunity programs operation loops accessed example approach different arrays analysis solution case analytics sharing transformed big automatic compiler ways pass traditional results database avoided rately tremendous wider
0000-0002-4129-6202,,Herding the elephants: Workload-level optimization strategies for Hadoop,updated table queried customer workloads sql hadoop lineitem performs optimize orders related aggregated operations data highly largely join sum based supported supplier making levels partitioning existing database edw underlying clustering
0000-0003-4330-8438,,An Homophily-based Approach for Fast Post Recommendation on Twitter,users recommending twitter graph based method content filtering matrix relevance section similar approach optimized provide platform propagation systems thorough real graphjet compute retweets mes short lar models issues reduce
0000-0002-0795-5163,,LogBase: A Scalable Log-structured Database System in the Cloud,application data logbase logging writing reading storage recovery performing similar high support files efficiency index transaction recorded scale time cloud designs environment failures multiversioned approach operations ing result occur requirements
0000-0003-2225-8291,,Top-k Queries on Uncertain Data:  On Score Distribution and Typical Answers,scores probable algorithm data tuple example ranked sensors vector topk monitor result distributions medical differ possibility definitions uncertain category typical computational world attributes resource atypical efficient soldiers set query datasets
0000-0003-0742-8002,,EasyCommit: A Non-blocking Two-phase Commit Protocol,committed protocols database states transactional nodes consistent communication blocked messages participant atomicity large scale distributed applications key achieve systems control modification expodb steps matic commercial efficient non presents sup performance
0000-0002-3859-0232,,Walnut: A Unified Cloud Object Store,storage data systems including performs stores walnut clouds manageability level replication distributed section serve supports resource objects based designed clients large require operations update loads elastic ported moving anticipated
0000-0002-1343-5404,,Skip-and-Prune: Cosine-based Top-K Query Processing for Efficient Context-Sensitive Document Retrieval,based queries keywords vectors contexts data scores document searching difference similarity space process efficiency retrieval users given naive figure cosine simcos weight term functions ranking specific ing matching database prune
0000-0002-0245-4749,,Towards Unified Ad-hoc Data Processing,program query executes optimized uniad declar data user processed databases related representation systems language provides existence hoq tools codes performing computation efficiently tion allows include procedures studies table analysis called
0000-0001-9197-7439,,TriAD: A Distributed Shared-Nothing RDF Engine based on Asynchronous Message Passing,joined rdf distribution queries triad graph asynchronously parallelism data engines partitions node execute like indexes standard operator architectures based benchmarks mapreduce passing path multiple lod exploration synchronized communicate web fastest
0000-0002-1065-605X,,Scalable Parallelization of Skyline Computation for Multi-core Processors,skylines computed algorithm dominating section multicore parallel data point partitioning global optimized multi result paradigm merge research values travel query large extensive experimental needs based relationships attractive option workloads
0000-0002-8297-6255,,Injecting Uncertainty in Graphs for Identity Obfuscation,graph edge obfuscated data method networks anonymizing relevance publishes research existence providing higher social injects perturbation uncertain probabilities novel privacy vertices generalizing tion numerical future perspective approaches random property levels
0000-0003-2212-3813,,Orca: A Modular Query Optimizer Architecture for Big Data,optimizations orca queries data process systems developments databases result pivotal performance section multi high source features architecture cores analytics new phase research like readily large tical turnaround current study
0000-0001-8247-1196,,DSH: Data Sensitive Hashing for High-Dimensional k-NN Search,dsh lsh hash data search efficiency resulting similar point neighbors queries theoretically dimensional classifiers index distribution ing techniques wide recently feature distance figure design methods adaptive directly experimentally multi key
0000-0002-7376-6547,,Lightweight Privacy-Preserving Peer-to-Peer Data Integration,peers privacy translated mapped data ppp protocols queries encrypted values clients disease protection commutative step answers efficiency secure generates requires section schemas processing called considered selected patients party systems heterogeneous
0000-0001-6039-5786,,Answering Keyword Queries involving Aggregates and GROUPBY on Relational Databases,query relation database keywords aggregate sqak sum answer term keys matched course users sqls relationships semantic green departments incorrect attributes unnormalized textbooks code figure lecturer engineering structured called graph java
0000-0002-6638-7864,,Strudel: Framework for Transaction Performance Analyses on SQL/NoSQL Systems,benchmark applications systems developing sql framework transactional nosql rdbms number workload store performance different query custom description vide ones strudel source typ abstraction server resources engines read
0000-0001-6312-8624,,On Complexity and Efficiency of Mutual Information Estimation on Static and Dynamic Data,estimator data computations exist time dependency analysis task algorithms structure neighbor lower nearest complexity concrete solution good optimal requires incrementally factor work applications motivation asymptotically experimentally correlation small certain query
0000-0003-3375-7010,,Opening the Black Boxes in Data Flow Optimization Fabian Hueske*1 Mathias Peters(15)2 Matthias J. Sax(15)3 Astrid Rheinla,data section optimizations parallelization udf general reorder related operate user new algebraic analysis mapreduce analyze code presents systems challenges scale flows rewriting large scientific templates paral required wisdom aggregation ing
0000-0001-8458-2164,,Fast Mining of Interesting Phrases from Subsets of Text Corpora,phrase documents collections based keyword queries specific sub metadata corpus pre indexes subset mined information empirical feature list tag previous algorithms interesting topic methods independence cor marketing fea complexity
0000-0003-0094-4354,,Matching Heterogeneous Event Data,events similarities matching graph processing iteration section exists data different heterogeneous distance related names dislocated evaluate higher structure check example opq numbers composite complexity technique distinctness neighbor trace computations inde
0000-0002-5449-7994,,e#: Sharper Expertise Detection from Microblogs,expert queries search expertise football detected lowing twitter section microblogging precision clusters keyword data recall base offline topic cost parallel related source maxi collabora tively hetero fans pig crowdsourcing experimental
0000-0002-1065-605X,,Explanations for Skyline Query Results,queries skyline algorithms point data theoretical section user constraints includes problem experimental position results given budget tically related process little figure competitive advertising options attributes cozy improvement assent explanation concretely
0000-0002-2088-0303,,A Statistical Approach Towards Robust Progress Estimation,estimated query models progress proposes data sql perform significant workload error large case differences appears statistical unfortunately getnext accurate trained similarity incorpora overhead key selectivity certain features approach functions
0000-0002-5558-1223,,Massively Parallel Sort-Merge Joins in Main Memory Multi-Core Database Systems,memory cores partitioned data sorted parallelization join databases numa hardware performs query cache synchronized thread mpsm processing based called massive scalability locally new main remotely merge par hash increasing multi
0000-0001-6449-4271,,Lineage Processing over Correlated Probabilistic Databases,data correlation database querying tuples lineages large algorithms events extracted lwidths structures probability conjunction modeling probabilistic process cars formula figure computing like manage different rfid techniques seller applications ing efficiently
0000-0001-8906-4972,,Complex Event Analytics: Online Aggregation of Stream Sequence Patterns,events aggregate pattern sequences processed cep timely query complexity detect seq negated users windows match approach performance supports kindles streams web online solution successfully lightweight prefixes password customers application effectively
0000-0001-8432-7788,,Secure kNN Computation on Encrypted Databases,encrypt query attackers database securely computed data players knn levels modeled services scheme section operate include points party processed decrypted different tuple plain known practice preserves problem location applications dba
0000-0001-6546-6555,,SODA: Generating SQL for Business Users,soda query business data section information database warehouse differences metadata complexity levels schema key new sql user work needs search names table way generic administration financial performance transactions like world
0000-0001-8782-9134,,Dynamic Interaction Graphs with Probabilistic Edge Decay,graph interacting sampling timely influencer analysis bob models efficiently social temporal existing decays data generic new algorithms memory process approach alice example recency tide window dynamic users streaming key allow
0000-0001-8639-4570,,Approximate Keyword Search in Semantic Trajectory Database,trajectories queries semantic locations keywords searching based distances spatial similar plans travelling textual databases applications work studies matched different approximate section algorithms calls indexing relevant objects major methods activities experimental
0000-0003-2823-6827,,Query Processing Techniques for Solid State Drives,joins queries data performance ssds flashjoin database scanning reading base algorithmic random flashscan drive memory figure storage select design attributes inside related projected applications row access small fetching pages fast
0000-0002-5561-9279,,MatchCatcher: A Debugger for Blocking in Entity Matching,blocker matches blocks matchcatcher hashed solution iter tuple users recalls use sets example pair smith step new works learned multiple accuracy join rank atlanta stopping data table examination problems
0000-0001-5138-0427,,Mining and Indexing Graphs for Supergraph Search,indexes graph subgraphs times algorithms searching prefixes filters queries sps mines processed represents multiple pattern designed based large gains chemical containing tion similar shared fields start features new efficient edge
0000-0003-0442-7215,,Hermes: Dynamic Partitioning for Distributed Social Network Graph Databases,partitionings performs section networks social locality large graphs data repartition edge server traversal dynamically queries good weight database load remote exist hermes involves popular communities user distribution multiple algorithms significant
0000-0002-6794-6779,,"A Hybrid Approach for Alarm Verification using Stream Processing, Machine Learning and Text Analytics",false alarms data learned use process real machine new industrial incidents algorithms streaming police unstructured sensors recently errors related time performance text systems separate media detection resources neural optimized historical
0000-0002-3215-7606,,Efficient Parallel Set-Similarity Joins Using MapReduce,parallel partitioning similar dataset data efficiently set join detection queries mapreduce applications algorithms records based performance management contains paradigms related challenging web memory john report technical smith bit cluster
0000-0001-7959-585X,,Reverse-Engineering ConjunctiveQueries from Provenance Examples,provenance queries example algorithm tuples table differences semirings client generating detailed explanation given join consists eal tal tive business small outputs underlying intuitively number represent modeling associ loan analysis resulting
0000-0002-0444-6494,,Two Birds With One Stone: An Efficient Hierarchical Framework for Top-k and Threshold-based String Similarity Search,search based existing partition strings threshold real algorithm effective pruning segment tree experimental edit typographical related significant section sequence outperforms data query operation hierarchical similar large framework verification filters
0000-0002-0787-2448,,Accelerating Aggregation using Intra-cycle Parallelism,bit parallel aggregating operator words cpu value section algorithm attribute instructions fully process evaluate cycle main filtered experimental especially data core architecture store research grants performance hong grf multiplication kong
0000-0002-9528-1057,,PLANET: Making Progress with Commit Processing in Unpredictable Environments,transaction planet latency application models commit developer user databases environ geo sess responses figure predict data replicated center interacting tokyo work control com apology overall pro high provides web sections
0000-0002-3814-2587,,Why Not,databases user book queries result data set related penguin debugging process application understand biological example tool provenance tion exists reasons human operations vintage search alter manipulations gene transporter typically vito
0000-0002-5050-9687,,Minuet: A Scalable Distributed Multiversion B-Tree,data minuet snapshot operations transaction memories needs users online use analytics supporting scan increased main scalability recently writable area branching latencies player games applications track concurrently today cluster research
0000-0001-8032-9962,,Putting Lipstick on Pig: Enabling Database-style Workflow Provenance,proven workflows modules data query modeling related input executed bids general dependence collection fine grained applications graphs pig presents different captured novel state levels tuples databases performance functions large complex
0000-0002-6390-6569,,Automatic Partitioning of Database Applications,application databases partition stored pyxis servers transactions loaded programs latency generation time procedure dynamically sec resource data resulting automat round benchmarks identifies pro implement logically com separately tech languages
0000-0002-4025-9864,,Flow Motifs in Interaction Networks,flows network motif edge patterns times work interactions finds defined small money temporally ing bitcoin constraints order real phi connects transfers structure instance large algorithms modeling section jfiu high method
0000-0003-0208-014X,,Big POI Data Integration with Linked Data Technologies,data integrated pois section application value user current entity involved complexity linking information cross geospatial software changed diversity concerning enrichment processes specific challenges function work timeliness typically identify semantic scalability
0000-0001-7525-920X,,Boosting Moving Object Indexing through Velocity Partitioning,indexes velocities moved querying direction objects tree dimensional extensive search space based underlying cars travelling represents important speed research examples flights near structures partitioning components analysis times expansion node axes
0000-0001-9823-614X,,An Architecture for Recycling Intermediates in a Column-store,queries result material intermediate times executed data recycle costs manage resource database performs caches supported plans design settings section process operation base optimizer applicable view tion instructions systems architectural organized
0000-0002-7040-6706,,TimeReach: Historical Reachability Queries on Evolving Graphs,graph querying historical reachable snapshot intervals indexing network approach process based node timereach time representation studied edge version terms efficient large evaluated paths methods experimental evolve foren assignment storing transitive
0000-0002-5211-112X,,Piggybacking on Social Networks,request social event user optimization view network parallelnosy news store scheduling problem throughput graphs data increases piggybacking uses pulls art clients hubs approach sets stream billie workloads queries http
0000-0003-1833-8061,,CLX: Towards verifiable PBE data transformation,pbe data user transform verification patterns clx program times input cluster pro usually algorithms experimental proposes like flashfill large desirable replacement good language systems cost tion regular function generate understand
0000-0002-8669-8694,,LCI: A Social Channel Analysis Platform for  Live Customer Intelligence,opinion data lci sentiments analysis word customers time real online section intelligence expressions uses sites dynamically monitor twitter social novel algorithms features motivated positive promotion text example key field
0000-0002-7919-2206,,DBExplorer: Exploratory Search in Databases,attributes user database data querying search interface condition cars limitations chevrolet suvs year compar large summary mary prices sets comparisons sport needs sections cad web differences model depend selected makes
0000-0002-3270-2758,,SlickDeque: High Throughput and Low Latency Incremental Sliding-Window Aggregation,aggregations query slickdeque acq invertibility data window operate differently calculating based throughput latency applicable clients complexities incremental efficiently streaming requirements evaluate algorithm workloads processes timing memory increasing better technique fluc
0000-0002-4744-8262,,A Bayesian Approach to Discovering Truth from Conflicting Sources for Data Integration,data truths approaches claims source quality method inferences false movies models majority integrating true author example cast multiple values potter voting linear naturally table attribute principle determine books harry
0000-0001-9411-8082,,Building User-defined Runtime Adaptation Routines for Stream Processing Applications,application data streaming event logical adaptive developed process different runtime orchestration operating failures examples actuation automatic physically times tweets specifically components language applied graph cause tion com representation framework associate
0000-0003-2788-5032,,Efficient Structural Bulk Updates on the Pre/Dist/Size XML Encoding,update encodings processing queries xml order based efficiently structured section performance atomicity related optimizations finally insertion xquf bulk specification major dirty introduce use xquery work follows consistent document native list
0000-0002-6972-570X,,Event Recognition for Maritime Surveillance,vessel activity data maritime ships ais position area timely tracks motion component detected veloc trajectory surveil environments type real compression information navigation empirical project online trace sea including indicating recognition
0000-0003-4573-9047,,Parallel Duplicate Detection in Adverse Drug Reaction Databases with Spark,reported duplicated data fields recorded methods detect database adr use section knn drugs based tion tively significant difference result mainly concern compute match large vector work problems labelled parallel source
0000-0002-6390-6569,,Sloth: Being Lazy is a Virtue (When Issuing Database Queries),query application batches execute lazy times databases fetched latency programs sloth model strategy new objects increases computations requests visits code getvisitservice multiple evaluate web addition issue generated related tions load
0000-0002-0884-0042,,Latent OLAP: Data Cubes over Latent Variables,data clicks variances statistically olap estimation cube differ latent user computation means examples usual databases providing category aggregating thetaj variable hierarchical space sampling probability distributions function city cells predict ads
0000-0002-0344-5203,,How Soccer Players Would do Stream Joins,join streams windows parallelism computing section handshake implemented hardware processing cores throughput cpu supports data based figure flow new outperforms work databases arrays query processors pub lished language algorithm predicate
0000-0002-8717-1691,,Query Optimization Techniques for Partitioned Tables,partitions table optimizing data joining queries likely database range plan efficiently new systems performing uses levels operator records index base figure overheads process conditions arises specified loads cardinality storage scheme
0000-0001-8535-7815,,Knowledge Expansion over Probabilistic Knowledge Bases,inferred mln based knowledge rule probabilistic data database fact quality performs grounding representations probkb helps relational figure query graph optimizer mpp entities sql implementations extracted dle abilistic contri pages tremendous
0000-0002-5598-0312,,Mining Frequent Itemsets over Uncertain Databases,algorithm itemset existence distributions experimental probability frequent definitions mining difference expectation researchers networks result computed data uncertain measurement approximation variable support probabilistic base implementation basic inconsistent use true sive type
0000-0003-4191-2738,,Predicting Â¡Â°What is InterestingÂ¡Â± by Mining Interactive-Data-Analysis Session Logs,measure interestingness differs data analysis action sessions ida user interesting analyst displays logs based packets previous capture score example communication examining work tasks changes filter mining visualizations prediction context resulting
0000-0003-0986-8669,,Size-Constrained Weighted Set Cover,coverage covering sets patterned costs size optimizations weight locations section results attributes solution performs problems application slightly fraction constraints algorithm entities businesses bounds data experimental summarizes case special workforce
0000-0003-3807-0058,,Summarization and Matching of Density-Based Clusters in Streaming Environments,clustering pattern summarized efficiency matched stream congestion based shaped sgs extract traffic monitoring challenging processing feature section analysis tuple application include detecting proposed resolution clearly representation techniques member effectively
0000-0001-8116-6659,,Workload-Aware Database Monitoring and Consolidation,databases consolidated loads resource perform multiple data machine hardware workloads server systems required physical running second vms kairos cpu times multi paper modeling dbms tal trative infrastructure non single
0000-0002-9240-4779,,DAX: A Widely Distributed Multi-tenant Storage Service for DBMS Hosting,dax dbms storage consistent data tenants providing services host servers controls operations database based application durability distributed high perform ing guarantee stores sql systems writes technique read flexible tent called
0000-0002-4261-5826,,Distributed in-memory SPARQL Processing via DOF Analysis,rdf querying data approach bases sparql oper graphs distributed processed analysis tensors indexes section perform scheduling memory semantics exploit communication triples involved modeling dataset information systems stores builds algebra complex
0000-0002-2276-3119,,Interactive Top-k Spatial Keyword Queries,query result keywords user interacts textual object phases location bases fish prefers spatial boolean music section work consider relevant solution theoretical attributes includes weights feedback efficient tuple https followed
0000-0002-2728-5726,,FlashLogging: Exploiting Flash Devices for Synchronous Logging Performance,log performed disk flash transactions database data writes efficiency server synchronous process tpcc systems device sequentially recovery small ssd outliers delays usb experimental array multiple large bar machines achieving section
0000-0003-4233-3543,,Spatial Keyword Query Processing: An Experimental Evaluation,section index queries geo indices spatial evaluate based settings specifically new boolean text particular experimental textual file object research important findings relevance usually combine results procedure type insight
0000-0003-0150-2865,,A Distributed Algorithm for Large-Scale Generalized Matching,problem algorithms match dvd distribute recommend customer approximate solution data weight compute linear movie general bounds research program rounding availability time item experimental mapreduce non large user scales number
0000-0002-6555-3269,,Streaming Algorithms for k-core Decomposition,graphs section algorithm incrementally networks times decomposition findings connections processing vertex efficiency edge links comparative experimental detection dynamic speedup provides stream furthermore naturally use like dense reaching relationships ing changed
0000-0002-9913-6180,,Connected Substructure Similarity Search,graph technique search verification section subgraphs similarities structure based algorithm indexes connectivity existing data non queries datasets results candidate novel settings methods efficiently validation filter pattern different databases pruning including
0000-0001-7415-908X,,ClouDiA: A Deployment Advisor for Public Clouds,application latencies instance deployable cloud cloudia number provider performance resource high network allocates different tenant observe potential cost distributed times public placement optimizations machines link virtualization obtained nodes section figure
0000-0002-7499-8518,,PriView: Practical Differentially Private Release of Marginal Contingency Tables,marginals view privacy cal data accurately priview table noisy generate methods approach practice lies research private differential noises ing datasets statistical problem error shannon extensive models standard
0000-0002-9735-1741,,Less is More: Selecting Sources Wisely for Integration,data integrating source quality tion book fusion list gain selection accuracy standard section information marginal fig providers applying orders include costs numbers votes require resource best authors model correct returns
0000-0002-3077-2146,,BionicDB: Fast and Power-Efficient OLTP on FPGA,power hardware fpga performance section bionicdb computation oltp databases applications custom index great scalability software inherent parallelism comparing data provides efficiency scaling message manufacturing multicore promise economic bound engine
0000-0002-4244-7201,,Probabilistic String Similarity Joins Jeffrey Jestes Feifei Li Zhepeng Yan Ke Yi,strings data modeled probabilistic similar join definition bases database sigma level operation problem efficient possibly applications character experimental uncertain position simple representing random project related worlds process tions develop sql
0000-0002-9090-8279,,Operation-Aware Buffer Management in Flash-based Systems,operations page weights buffer based write algorithms flash disks policy systems perform replaced aware core states section reads strategy memory manager benchmarks time ily mated combined priority traces novel example
0000-0002-8590-9525,,A Pivotal Prefix Based Filtering Algorithm for String Similarity Search,filters strings reduce search pivotal prefixes method existing signatures effect pruning high real distances consecutive significant related similar edit achieve section based large check dissimilar detection entity query cost copy
0000-0002-3749-2323,,A Performance Study of Three Disk-based Structures for Indexing and Querying Frequent Itemsets,itemset mining frequent structure section different users efficiently queried associative based index large sets superset data support tree dataset cfp sively hypothesis dicing techniques transactions generated subsets tively experiment use
0000-0002-1589-4727,,Synchronous Multi-GPU Deep Learning with Low-Precision Communication: An Experimental Study,gpus communicate precision different studied performance model machines time bits current data computation limitation mpi intensive tradeoff learning quantitative train synchronous com deep work empirical accuracy higher optimization network quantized
0000-0002-0515-1751,,"Ordering, Distinctness, Aggregation,  Partitioning and DQP Optimization in Sybase ASE 15",optimal ase complex plans queries process aggregation partitioned performance property databases paper order based rdbms solutions unrelated conceptual main outcomes enforcement dqp index operators physical problems areas distinctness eager
0000-0003-2786-8566,,AEDSMS: Automotive Embedded Data Stream Management System,systems data automotive sensors network section driving embedded safety streams including challenge control time university applications input road software field aedsms dsms researching standardization vehicles distributed predetermined lasers dsmss management
0000-0002-9332-9344,,Finding All Maximal Connected s-Cliques in Social Networks,clique graphs extensive maximal connections cohesive network analysis link dataset algorithm polynomial group capture kerbosch efficiently community small difference including method hal relaxations miss genome ble application example subgraphs
0000-0002-2362-4815,,LDV: Light-weight Database Virtualization,provenance applicable dependency modeling data packaging tuples processes executes virtual uses approaches query relation traced computing inferred shared file types result ldv definitions servers time temporally inputs links programming statements
0000-0002-9407-8698,,Overcoming Semantic Drift in Information Extraction,extract instances iter isa concepts semantic dps drifting introduces base error precisely methods data knowledge property new erroneous animals performs identified approach web labeled learning challenge syntactic related clean main
0000-0003-2642-4736,,Scalable Kernel Density Estimation-based Local Outlier Detection over Large Data Streams,data outlierness stream kde points detect time sampling kelos based densities kernel high local strategy estimated centers complexity knn efficiency number prunes new existing dataset abstraction speeds cutoff science automated
0000-0001-5832-0988,,A Memory Efficient Reachability Data Structure Through Bit Vector Compression,data compressed algorithm graphs reachable vertices closures query time computes analysis cases scheme performs word new transitive previous space including quadratic matrix representation experimental phd rec vertex function named compactness
0000-0001-8252-5270,,Extending Autocompletion To Tolerate Errors,autocompletion algorithms error section edit data completion type exact search string lookups match products online performance specific overhead reduces prefix based tolerant entries input correct significant kick buffered related numbers
0000-0001-9090-3454,,Nearest Window Cluster Queries,query windows technique object spatial nwc clustering nodes bob locations based performance nearest example distance process prune figure clothes tremendous tively keyword efficiency areas shop searching problem related work datasets
0000-0002-2728-5726,,PR-Join: A Non-Blocking Join Achieving Higher Early Result Rate with Statistical Guarantees,joining ripples algorithms resulting high end query hash users representative early data achieves performing section based fast non design higher new block generate figure grace time width statistical inputs guarantee
0000-0001-6880-8178,,A Data-adaptive and Dynamic Segmentation Index for Whole Matching on Time Series ,segmenting time method series nodes indexed splitting bounded section similar tion apca values adaptive differ approximated dstree means searched data lower distance representations functions upper follow endowment step figure studies
0000-0001-8611-2377,,Cleaning trajectory data of RFID-monitored objects through conditioning under integrity constraints,trajectories probable rfid constraint times examples location data reading ing probabilistic object model considering cleans reader approach timestamp correspond analysis interpreting monitoring revision paths possibility inside direct detections commonly conditioned
0000-0003-0914-4580,,iReduct: Differential Privacy with Reduced Relative Errors,data query answer privacy error aggregate generating noise differentially private ireduct relatively algorithms technique learning random resamples conditioned information security solutions medical larger estimate laplace improved iterative correlated reduce
0000-0002-6877-1683,,MOIST: A Scalable and Parallel Moving Object Indexer with School Tracking,moist locate updates queried indexing moving nearby objects user schools section history data clusters performs efficient spatial oses mobile table device nearest application wants paper blocks available numbers accurate effi
0000-0002-2254-8814,,K-Isomorphism: Privacy Preserving Network Publication against Structural Attacks,graphs networking attack data subgraph problems vertex section information anonymous privacy relational adversary dataset social nodeinfo small individuals tion sensitive knowledge nag links targeting model nodes publish structure protect
0000-0002-2266-7450,,Truth Finding on the Deep Web: Is the Problem Solved?,data source section web information research quality fusion solve truths technique works consistency conflicting arts trusting people accuracy problem value unpleasant consider finding stock lives highly studied correct recently results
0000-0002-3219-0510,,Parallel and Distributed Processing of Spatial Preference Queries using Keywords,data querying textually section spatial parallelize process based uses object distribution increasing results evaluation retrieved annotations score concluding neighboring independent generic locations high economic places bars physical machines algorithms
0000-0002-5630-7648,,Robust Clustering of Multi-type Relational Data via a Heterogeneous Manifold Ensemble,clusters data method objective subspaces neighbour matrix multiplicative based difference learned types hocc graph value relationship manifolds structural information ensemble algorithms robustness relations weighted rhchme solutions sparse setting including
0000-0003-0770-2235,,Finding All Maximal Cliques in Very Large Social Networks,network node decomposition section maximal approach memory undetected block community clique hub decreases efficient applications high state enumerating small suitable handled identify consider lenging allel essarily involving connections experimental
0000-0002-8795-1516,,Supporting Similarity Queries in Apache AsterixDB,similar query parallel asterixdb joined data based searches supports algorithm approach exist index plan functions filtering users media records section operations framework computation includes condition studies pre phone length
0000-0003-2782-1397,,RIPPLE: A Scalable Framework for Distributed Processing of Rank Queries,query tuple ripple peers ranking sections distribution framework network dhts latency local term processing skyline function datasets setting orders performance domain extensive individual approach value number aggregate single aware manner
0000-0002-9487-9540,,Parallel Data Analysis Directly on Scientific File Formats,data scientific query process dataset format parallelization database analysis performs storage file hdf users load sds experi massive operations future frequently model observations manage choice situ related large existing comparison
0000-0001-6010-263X,,Interactive Analytical Processing in Big Data Systems: A Cross-Industry Study of MapReduce Workloads,workload mapreduce data industrial interactively processing query hadoop diversity statistical new use likely products considerable empirical company traces ing systems generating batch prior large scale work deployment organized nally telecommunications
0000-0002-4265-6863,,Capturing Topology in Graph Pattern Matching,graphs simulation matched data edges times bio cycles queries work node strong topological effective optimization complex isomorphic section extensive intelligence patterns allowing bounds distributed detection schema example algorithms recommended
0000-0002-8229-2582,,PARAGON: Parallel Architecture-Aware Graph Partition Refinement Algorithm,graphs partitions communicated paragon networks compute algorithms perform parallelized architectures partitioner aragonlb node edge application lightweight stream considers web finally hardware cost migrating decompositions world diverse pregel scalability data
0000-0002-7666-1871,,Accelerating Big Data Analytics With Collaborative Planning in Teradata Aster 6,data operator sql optimizations queries section plans tables analytic process executed aster related property implements parallel discovery generic powerful complex analysis reduces custom output user determine contributions distributed
0000-0001-8473-3006,,Towards Interactive Debugging of Rule-based Entity Matching,matches rules compute settings entity working times analyst incrementally functions new similarities efficiently interacting data features optimal iterative previous results example differs debug record pair normalization significant tasks production world
0000-0001-5110-8546,http://dx.doi.org/10.1145/2588555.2595628,JSON Data Management ? Supporting Schema-less Development in RDBMS,json data schemas rdbms queried support developers manage sections related indexes language sql requirement oriented principle xml declaratively providing defined object systems effort structures process persistence natively format databases platform
0000-0001-5720-4715,,Temporally-Biased Sampling for Online Model Management,data samples algorithm times sizes approaches arriving decays based retrained items rates scheme recently allow exponentially reservoir setting probability batch enforces management distributed operations learning models large biasing works simple
0000-0003-4561-2214,,Crowdsourced Truth Discovery in the Presence of Hierarchies for Knowledge Fusion,value algorithms data source liberty generalization truths crowdsourc knowledge correct structured claiming figure hierarchy answers existing models informative fusion datasets errors proposed assign tasks collected uncertainty diagonal measure distributes extraction
0000-0003-3883-5452,,Finding Maximum Degrees in Hidden Bipartite Graphs,querying joining problems section optimization given algorithms application requiring time cases graph drug related com efficiency network input pattern finds edges performing kmcv detection vertex complexity mile grant research databases
0000-0002-7043-6534,,A Probabilistic Model for Linking Named Entities in Web Text with Heterogeneous Information Networks,network entity model information paths heterogeneous author link knowledge object different data related meta wei web names based specific ambiguation structural tive section diverse semantic wikipedia context important learn facts
0000-0001-9486-4747,,Fine-grained Partitioning for Aggressive Data Skipping,data partitions blocked queries skips feature workloads tuple techniques processing section filter problem small based example systems balancing works approximate vectors materialized real represented time physical accessed
